B290EVH,citroen-c3,Red,2000
B292WWT,ford-ecosport,Gold,2000
B302TBP,alfa-romeo-giulietta,Gold,2000
B320TRY,audi-a3,Red,2000
B324DRJ,skoda-fabia,Grey,2000
B330LJE,peugeot-208,White,2000
B352EFC,fiat-500,Red,2000
B352EJF,hyundai-tucson,Yellow,2000
B362EJP,kia-niro,Green,2000
B364KKN,ford-galaxy,Yellow,2000
B376HXV,mini-cooper,Orange,2000
B387VRA,citroen-ds3,Yellow,2000
B390CNE,vauxhall-astra,Silver,2000
B391HUD,hyundai-i30,Purple,2000
B395NXP,mercedes-e-class,White,2000
B400WLJ,renault-captur,Green,2000
B404DJY,seat-leon,Gold,2000
B411EDM,ford-ka-,Turquoise,2000
B420NLL,bmw-1-series,Black,2000
B424JEG,ford-mondeo,Red,2000
B431RGU,subaru-legacy,Green,2000
B433PXT,kia-sportage,Gold,2000
B442MFY,peugeot-rifter,Silver,2000
B457NHE,ford-mondeo,White,2000
B460TBR,alfa-romeo-giulietta,Grey,2000
B467KHL,land-rover-discovery,Orange,2000
B481PMD,toyota-prius,Red,2000
B482HEV,peugeot-107,Green,2000
B486DMK,skoda-fabia,Gold,2000
B486WTN,mini-one,Black,2000
B491VJE,ford-focus,Green,2000
B492GNE,skoda-fabia,Turquoise,2000
B495DDD,ford-fiesta,Silver,2000
B504XTH,peugeot-308,Yellow,2000
B507UXV,mini-cooper,Yellow,2000
B528UHW,ford-fiesta,Blue,2000
B559NAB,volvo-v40,Gold,2000
B560DFL,audi-a4,Green,2000
B580UBB,audi-a3,Silver,2000
B588AXH,volkswagen-golf,Red,2000
B592NLA,ford-kuga,White,2000
B631THP,nissan-qashqai,Turquoise,2000
B633XDX,seat-ateca,Yellow,2000
B634NBJ,bmw-3-series,Green,2000
B655UPV,honda-crv,Gold,2000
B666VDL,vauxhall-corsa,Turquoise,2000
B671EXX,volvo-v50,Grey,2000
B672DBJ,mercedes-e-class,Purple,2000
B674VKM,lexus-rx300,Green,2000
B687APN,nissan-x-trail,Purple,2000
B693GFG,honda-civic,Green,2000
B732VAP,peugeot-206,Orange,2000
B750GKP,honda-jazz,Grey,2000
B753JRY,ford-focus,Green,2000
B754LLA,toyota-aygo,Orange,2000
B754YFA,suzuki-splash,Blue,2000
B763CXG,mercedes-c-class,Silver,2000
B765PKN,vauxhall-astra,Green,2000
B769AVT,ford-kuga,Black,2000
B770ETD,audi-sq5,Black,2000
B776BMJ,volkswagen-passat,Blue,2000
B779PXU,nissan-juke,Silver,2000
B791HUR,audi-a3,Orange,2000
B801VLR,kia-picanto,Gold,2000
B804GJC,renault-megane,Silver,2000
B806ADV,bmw-x3,Gold,2000
B814PRF,skoda-yeti,Grey,2000
B814YEX,land-rover-range-rover,Orange,2000
B816BYA,renault-scenic,Orange,2000
B818EUN,kia-ceed,Orange,2000
B823BVN,vauxhall-meriva,Orange,2000
B836CRG,toyota-yaris,Blue,2000
B840FDU,triumph-stag,Silver,2000
B841CPJ,lexus-ct-200,Turquoise,2000
B862DEE,toyota-aygo,Turquoise,2000
B883XNY,mercedes-clk-class,Silver,2000
B883XUY,ford-escort,Grey,2000
B899UWK,mercedes-amg-class,Turquoise,2000
B900MWC,mercedes-eqc-class,White,2000
B900UBD,jaguar-xf-series,Blue,2000
B902GHD,citroen-c4,Red,2000
B902JLD,renault-megane,Green,2000
B902UKX,nissan-juke,Grey,2000
B915WDK,bmw-5-series,Orange,2000
B926ANU,renault-clio,Grey,2000
B961LCC,audi-a3,White,2000
B972MCR,bmw-x3,Black,2000
B976CRK,mazda-3,Orange,2000
B982NUC,volkswagen-golf,Silver,2000
BA08CFT,ford-kuga,Turquoise,2008
BA17NHT,hyundai-i10,Blue,2017
BAE817F,land-rover-freelander,Grey,1977
BAN451F,fiat-500,Red,1977
BAR506H,vauxhall-astra,Blue,1975
BB04PPE,toyota-aygo,Gold,2004
BB12VUY,volkswagen-polo,Grey,2012
BB20GLM,skoda-fabia,Black,2020
BBC689G,mini-countryman,Gold,1976
BBD572D,skoda-citigo,White,1979
BBF219K,volkswagen-golf,Purple,1972
BBV356B,volvo-xc40,Silver,1981
BBY617K,fiat-punto,Purple,1972
BC02HTM,renault-clio,White,2002
BCV363E,hyundai-i30,White,1978
BD07KDK,hyundai-i10,Blue,2007
BD08FHE,renault-clio,Turquoise,2008
BD14CLE,mercedes-slk-class,Purple,2014
BD16AHV,volkswagen-golf,Gold,2016
BD18YWL,mercedes-c-class,Silver,2018
BDB356H,renault-captur,Grey,1975
BDL273E,honda-crv,Gold,1978
BDW998D,mazda-2,Red,1979
BE13PUC,kia-rio,Grey,2013
BE15YNY,volkswagen-golf,Blue,2015
BEE241I,toyota-auris,Grey,1974
BEJ545G,bmw-3-series,Grey,1976
BEL664H,kia-stonic,Yellow,1975
BET642C,ford-fiesta,White,1980
BEW127C,bmw-x3,Gold,1980
BEX282J,suzuki-vitara,Yellow,1973
BF06LUL,skoda-octavia,Red,2006
BFG691D,hyundai-i30,Blue,1979
BFJ209I,vauxhall-corsa,Gold,1974
BFP805I,ford-focus,Grey,1974
BFU518F,peugeot-206,Orange,1977
BFU704H,honda-jazz,Grey,1975
BG03VGU,bmw-1-series,Red,2003
BGC952D,jaguar-xj-series,Black,1979
BGX398D,bmw-5-series,Red,1979
BH03GUL,volkswagen-caddy,Grey,2003
BH04CFA,porsche-cayenne,Gold,2004
BH06ABF,ford-fiesta,Yellow,2006
BH09XBT,audi-a3,Black,2009
BH17ECA,honda-crv,White,2017
BHE146L,volkswagen-touareg,Orange,1971
BHN536J,toyota-carina,White,1973
BHN929G,lexus-is300,Gold,1976
BHU312C,honda-jazz,White,1980
BHW386F,audi-a4,Turquoise,1977
BHW394D,peugeot-107,Red,1979
BJ09NCX,kia-rio,Purple,2009
BJ10CHL,land-rover-discovery,Purple,2010
BJ15LJE,ford-fiesta,Green,2015
BJ17BHD,kia-sportage,Silver,2017
BJ18EUR,audi-q3,Black,2018
BJ20LYH,nissan-micra,Black,2020
BJE331I,ford-focus,Orange,1974
BJF284J,nissan-micra,Green,1973
BJG688J,citroen-c1,Silver,1973
BJH363L,ford-focus,Black,1971
BJP307G,seat-exeo,Gold,1976
BJT609H,volkswagen-golf,Black,1975
BJY750H,vauxhall-zafira,Blue,1975
BK01UYM,ford-focus,Black,2001
BK04VFY,vauxhall-corsa,Red,2004
BK07EFX,audi-a5,Yellow,2007
BK09EJU,vauxhall-zafira,Blue,2009
BK09RUA,peugeot-108,Orange,2009
BK16BVD,kia-soul,Turquoise,2016
BKM273L,toyota-yaris,Silver,1971
BL10YLG,mg-midget,Yellow,2010
BL16PXY,bmw-5-series,Grey,2016
BLD416J,vauxhall-astra,Silver,1973
BLG708F,peugeot-206,Orange,1977
BLW306C,seat-leon,Red,1980
BM01KPB,vauxhall-zafira,Blue,2001
BM04ELV,vauxhall-insignia,Silver,2004
BM04PCK,mercedes-b-class,White,2004
BM15GVA,volkswagen-passat,Green,2015
BM15YUK,subaru-outback,Silver,2015
BM18MHD,volkswagen-golf,Red,2018
BM19VKP,audi-a1,Grey,2019
BMK129I,ford-kuga,Purple,1974
BMT540K,suzuki-ignis,Green,1972
BN08ALC,peugeot-407,Yellow,2008
BN08KJU,ds-ds3,Gold,2008
BN09JLG,land-rover-discovery,Yellow,2009
BN11BNC,mercedes-c-class,Turquoise,2011
BN15EDY,bmw-7-series,Turquoise,2015
BNL305F,toyota-yaris,Gold,1977
BP07KAM,toyota-avensis,Orange,2007
BP10BAC,jeep-grand-cherokee,Orange,2010
BPN597B,kia-ceed,Silver,1981
BPT276G,seat-ibiza,Turquoise,1976
BPU787D,honda-jazz,Black,1979
BR02PCM,skoda-fabia,Silver,2002
BR06CMH,volkswagen-polo,Orange,2006
BR06JXE,porsche-cayenne,Yellow,2006
BR10XPY,hyundai-santa-fe,White,2010
BRA544E,jaguar-xf-series,Purple,1978
BRK548I,ford-fiesta,Yellow,1974
BRL848J,citroen-c4,Grey,1973
BT03FAA,vauxhall-mokka,Orange,2003
BT17REG,volkswagen-golf,Gold,2017
BTF971F,vauxhall-viva,White,1977
BTK132F,mini-countryman,Green,1977
BTV853L,citroen-xsara,Silver,1971
BTX252F,rolls-royce-silver-spirit,Silver,1977
BU08DWY,skoda-fabia,Silver,2008
BU09WBM,ford-mondeo,Orange,2009
BU19TRH,mini-countryman,White,2019
BUC665I,peugeot-207,Blue,1974
BUM399C,land-rover-range-rover,Orange,1980
BUR780C,volkswagen-tiguan,White,1980
BV02VKJ,audi-q3,Silver,2002
BV02YDB,skoda-fabia,Green,2002
BV12AGC,ford-mondeo,Black,2012
BV13AMN,ford-fiesta,Silver,2013
BV15WXG,nissan-qashqai,Yellow,2015
BV17EGB,lexus-rx450,Silver,2017
BVA671E,tesla-model-3,Yellow,1978
BVT672F,nissan-juke,Silver,1977
BW02JRR,ford-focus,Purple,2002
BW11WPJ,volkswagen-up,Silver,2011
BW16TCL,hyundai-i30,Orange,2016
BWB643F,nissan-almera,Orange,1977
BWF719L,land-rover-freelander,Black,1971
BWW342G,renault-kangoo,White,1976
BX02NCT,renault-captur,Gold,2002
BX03RHE,audi-tt,White,2003
BX09AGD,vauxhall-adam,Green,2009
BX16TMY,toyota-corolla,Gold,2016
BX16WXN,renault-scenic,Green,2016
BXJ529E,honda-crv,Blue,1978
BXL898D,renault-megane,Green,1979
BXP716H,suzuki-vitara,Orange,1975
BY01DAV,bmw-3-series,Turquoise,2001
BY04ULU,seat-leon,Orange,2004
BY10JVY,bmw-4-series,White,2010
BY18AMF,volkswagen-t-roc,Blue,2018
BYV257J,kia-pro-ceed,White,1973
C134GCL,toyota-landcruiser,Grey,1999
C136JTX,ford-focus,Red,1999
C143WXX,peugeot-3008,White,1999
C150EDW,ford-fiesta,Silver,1999
C150YRE,fiat-500,Black,1999
C165LHX,peugeot-207,Turquoise,1999
C217HJL,audi-a4,Orange,1999
C226WGB,hyundai-i30,Black,1999
C229NXJ,skoda-yeti,Gold,1999
C236VHU,fiat-stilo,Green,1999
C250VKJ,alfa-romeo-giulietta,Red,1999
C278WJH,vauxhall-astra,Turquoise,1999
C298PEB,toyota-auris,White,1999
C324JRD,volkswagen-polo,Yellow,1999
C344BLV,renault-kadjar,Silver,1999
C358MGG,vauxhall-corsa,Black,1999
C365HYK,honda-civic,Red,1999
C370WTJ,toyota-c-hr,Gold,1999
C372AJP,mini-cooper,Green,1999
C380HWK,ford-focus,Green,1999
C380XTR,jeep-grand-cherokee,Orange,1999
C397VCA,citroen-xsara,Red,1999
C404GMA,renault-clio,Turquoise,1999
C411EET,ford-mondeo,Turquoise,1999
C417KEY,nissan-micra,Blue,1999
C419MWM,vauxhall-mokka,White,1999
C420AFX,alfa-romeo-159,Silver,1999
C424CDD,citroen-c3,Turquoise,1999
C433UWK,hyundai-tucson,Turquoise,1999
C442MTC,toyota-yaris,Yellow,1999
C461RDA,vauxhall-corsa,Blue,1999
C485JKK,mini-first,Yellow,1999
C493RLK,mazda-2,Grey,1999
C511CKP,mercedes-v-class,Yellow,1999
C523JKL,land-rover-defender,Gold,1999
C531KFC,chevrolet-gmc-belair,Black,1999
C546YYX,ford-fiesta,Turquoise,1999
C578WPR,citroen-berlingo,Orange,1999
C587TPA,hyundai-i20,Black,1999
C599NCA,volkswagen-golf,Grey,1999
C626EBB,hyundai-i800,Turquoise,1999
C643EDD,honda-cr-v,Yellow,1999
C646MLV,volkswagen-golf,Gold,1999
C649VNE,peugeot-308,Orange,1999
C659ERD,volkswagen-golf,Grey,1999
C662KWG,jaguar-xf-series,Turquoise,1999
C670UTK,honda-civic,Silver,1999
C684TYN,seat-ibiza,Turquoise,1999
C702JJP,audi-a3,Purple,1999
C706BCK,vauxhall-vectra,Turquoise,1999
C706GJE,hyundai-ix20,Turquoise,1999
C713RCH,hyundai-tucson,White,1999
C724KWP,skoda-octavia,Gold,1999
C742TGL,jaguar-xe-series,Black,1999
C746FWT,bmw-x3,Silver,1999
C749EHR,peugeot-207,Purple,1999
C753URW,volkswagen-polo,Yellow,1999
C769FNX,renault-clio,Gold,1999
C771JXW,mercedes-a-class,Grey,1999
C779UPX,ford-focus,Red,1999
C792XCY,ford-fiesta,Gold,1999
C804GYD,mercedes-e-class,Grey,1999
C804KEL,mini-countryman,Grey,1999
C818NFE,vauxhall-mokka,Red,1999
C822TEX,land-rover-range-rover,Turquoise,1999
C824DDW,renault-captur,Red,1999
C827BAC,toyota-yaris,Green,1999
C833KWR,mercedes-c-class,Silver,1999
C835JWH,ford-b-max,Blue,1999
C842UWE,ford-focus,Yellow,1999
C852CAD,volkswagen-golf,Red,1999
C852XUT,nissan-micra,Black,1999
C860BHJ,vauxhall-insignia,White,1999
C863WNG,toyota-yaris,Red,1999
C869BHJ,volkswagen-polo,White,1999
C871JBK,vauxhall-corsa,Grey,1999
C875TGH,ford-kuga,Gold,1999
C897ACR,audi-r8,Grey,1999
C914CWY,mini-one,Turquoise,1999
C918XBE,volkswagen-polo,Green,1999
C933VGF,vauxhall-corsa,Silver,1999
C972WND,volkswagen-golf,Grey,1999
C973PYC,mazda-2,Blue,1999
C988XKT,mercedes-a-class,White,1999
C992MYJ,mercedes-a-class,Black,1999
C993FJV,audi-a4,White,1999
CA07NTN,renault-scenic,White,2007
CA08PDA,nissan-qashqai,Grey,2008
CA11ERC,citroen-c4,Orange,2011
CA13RJT,ford-focus,Purple,2013
CA17TPA,vauxhall-astra,Purple,2017
CA17VCB,mercedes-a-class,Yellow,2017
CA18TLM,bmw-x3,Green,2018
CA20FYR,nissan-qashqai,Black,2020
CAL279D,peugeot-308,Purple,1979
CAU626F,vauxhall-corsa,Turquoise,1977
CAW378K,kia-sportage,Turquoise,1972
CB03FMA,toyota-corolla,Green,2003
CB05HJC,citroen-c3,Purple,2005
CB08TCU,ford-focus,Gold,2008
CB10BYJ,volvo-c-30,Red,2010
CB11BLC,honda-jazz,Orange,2011
CB15AKP,ford-focus,Red,2015
CBA736C,audi-a4,Silver,1980
CBV757F,ford-focus,White,1977
CC10WER,vauxhall-astra,Black,2010
CC13ENM,land-rover-discovery,Gold,2013
CC13YDD,volkswagen-passat,Silver,2013
CCG785L,toyota-corolla,Gold,1971
CCJ238K,ford-fiesta,Purple,1972
CCX340K,mini-cooper,Turquoise,1972
CD03BKG,vauxhall-insignia,Black,2003
CD19YWP,suzuki-alto,White,2019
CDA611C,mini-paceman,Yellow,1980
CDK488K,ford-fiesta,Red,1972
CDU150H,land-rover-freelander,Gold,1975
CE02URV,vauxhall-corsa,Yellow,2002
CE05CDK,mitsubishi-grandis,Green,2005
CE08FYW,ford-fiesta,Silver,2008
CE13TXV,vauxhall-corsa,White,2013
CE16PHC,vauxhall-grandland,White,2016
CE19PVD,mini-john-cooper-works,White,2019
CF10EPV,bmw-3-series,Silver,2010
CF13ANC,mercedes-gla-class,Grey,2013
CF16ENV,mercedes-cla-class,Gold,2016
CF18WRH,ford-fiesta,Gold,2018
CG02WMC,ford-fiesta,White,2002
CG03BKD,volkswagen-golf,Turquoise,2003
CG03VUV,ford-mondeo,Black,2003
CG14FYT,vauxhall-corsa,Grey,2014
CGR545K,ferrari-f8,Red,1972
CH02CGR,toyota-aygo,Silver,2002
CH03UER,austin-morris-mini,Turquoise,2003
CH14YUL,ford-kuga,Black,2014
CHA647K,fiat-500,Silver,1972
CHJ276C,suzuki-celerio,Orange,1980
CHK728I,vauxhall-mokka,Black,1974
CHT406I,honda-jazz,Silver,1974
CHW461F,toyota-rav4,Silver,1977
CJ01CYJ,volkswagen-tiguan,Red,2001
CJ04EDX,ford-fiesta,Red,2004
CJ16GHG,fiat-panda,Gold,2016
CJ17WUG,saab-9-3,Blue,2017
CJF134J,volkswagen-golf,Orange,1973
CJM375B,audi-a7,Gold,1981
CJT690E,vauxhall-astra,Green,1978
CK01MNG,bmw-5-series,Orange,2001
CK07MHF,citroen-ds4,Yellow,2007
CK10PFR,vauxhall-crossland,Turquoise,2010
CKG743I,mercedes-a-class,Red,1974
CKJ473K,ford-focus,Blue,1972
CKK517B,peugeot-307,Yellow,1981
CKL545G,toyota-yaris,Green,1976
CKM381C,vauxhall-corsa,Red,1980
CKP421K,nissan-qashqai,Blue,1972
CL12HAY,ford-focus,Purple,2012
CL13LBK,bmw-3-series,Purple,2013
CL14JNJ,mercedes-e-class,Blue,2014
CLV958B,renault-megane,Silver,1981
CLY351C,land-rover-range-rover,Yellow,1980
CM04EPN,nissan-qashqai,Yellow,2004
CM05DPT,nissan-micra,Gold,2005
CM07FHV,citroen-c4,Blue,2007
CM07WND,ford-galaxy,White,2007
CM12MEH,ford-fiesta,White,2012
CM18XYT,vauxhall-corsa,Purple,2018
CMF214K,mazda-cx3,Gold,1972
CMK115D,ford-fiesta,Turquoise,1979
CMT673D,hyundai-i30,Turquoise,1979
CMY864K,toyota-rav4,Blue,1972
CN02CDH,honda-crv,Orange,2002
CN03HCD,vauxhall-astra,Silver,2003
CN04VEB,jaguar-i-pace,Turquoise,2004
CN05YRC,mini-countryman,Green,2005
CN09TWD,bmw-x5,Black,2009
CN18YKH,mercedes-a-class,Turquoise,2018
CP01TWM,volkswagen-golf,Yellow,2001
CP02VEA,audi-tt,Orange,2002
CP15AYD,vauxhall-vectra,Red,2015
CP20FTF,mercedes-a-class,Black,2020
CPD612B,kia-pro-ceed,Gold,1981
CPN863L,volkswagen-golf,Turquoise,1971
CPR182B,kia-carens,Black,1981
CR03EAM,mercedes-e-class,Orange,2003
CR09BBL,volkswagen-passat,Black,2009
CR10UDL,vauxhall-agila,Purple,2010
CR13JTR,vauxhall-astra,Blue,2013
CR18JKK,mini-cooper,Green,2018
CRP328D,ford-mondeo,Red,1979
CT07MNL,ford-focus,Purple,2007
CT08ETE,mini-cooper,Silver,2008
CT19DXF,volkswagen-golf,Gold,2019
CT19GNV,bmw-x5,Silver,2019
CTE373F,volkswagen-golf,Grey,1977
CTF560I,land-rover-discovery,Blue,1974
CTY130L,skoda-octavia,Blue,1971
CU04ERU,volkswagen-touareg,Green,2004
CU16UTN,toyota-auris,Gold,2016
CU19NVG,land-rover-range-rover,White,2019
CU19XWM,kia-picanto,Yellow,2019
CU20CWL,vauxhall-corsa,Turquoise,2020
CUF347I,kia-sportage,Purple,1974
CV08HPD,bmw-2-series,Turquoise,2008
CV12BAP,ford-focus,Green,2012
CV12NAD,renault-clio,Orange,2012
CV12WDF,honda-cr-v,Turquoise,2012
CW02GUL,volkswagen-touran,Blue,2002
CW05NGF,volkswagen-tiguan,Turquoise,2005
CW07BWP,ford-fiesta,Silver,2007
CW09ELW,fiat-punto,Grey,2009
CW16NAC,mitsubishi-asx,Red,2016
CW18HTV,citroen-ds3,Blue,2018
CWB771G,rover-25,Blue,1976
CWC300D,nissan-juke,Turquoise,1979
CWK763K,toyota-corolla,Turquoise,1972
CWK784B,ford-fiesta,Grey,1981
CWX883D,mg-3,Yellow,1979
CX10KWP,volkswagen-tiguan,Black,2010
CX17AGF,nissan-note,Orange,2017
CX17WPJ,mitsubishi-asx,Red,2017
CX18XEG,jaguar-i-pace,Red,2018
CXF223C,nissan-gt-r,Blue,1980
CXG202L,honda-jazz,Silver,1971
CXK564J,peugeot-205,Red,1973
CXR885B,vauxhall-corsa,Red,1981
CY01VWJ,skoda-yeti,Gold,2001
CY05ENX,peugeot-207,Grey,2005
CY07REJ,ford-fiesta,Purple,2007
CYJ364L,renault-clio,Blue,1971
CYY799L,ford-fiesta,Yellow,1971
D103KRG,volkswagen-golf,Purple,1998
D126WYD,jaguar-e-pace,Purple,1998
D133MDA,audi-a4,Red,1998
D139DMU,peugeot-208,Turquoise,1998
D148FNU,chrysler-ypsilon,Yellow,1998
D156VVX,vauxhall-astra,Blue,1998
D166FAJ,citroen-c4,Blue,1998
D167NDP,vauxhall-corsa,Gold,1998
D174YHA,audi-a4,Purple,1998
D182RLL,hyundai-i10,Blue,1998
D183XUF,volkswagen-polo,Yellow,1998
D188VDN,toyota-auris,Gold,1998
D191FMG,suzuki-celerio,Black,1998
D193VXU,perodua-myvi,Gold,1998
D199GBL,ford-focus,Orange,1998
D201TEY,ford-fusion,Green,1998
D221WRE,bmw-5-series,Purple,1998
D230DAL,mazda-cx30,Blue,1998
D233LDE,ford-fiesta,Green,1998
D235ETC,citroen-c1,Silver,1998
D256ALJ,toyota-aygo,White,1998
D262JKJ,mercedes-c-class,Blue,1998
D283MDF,toyota-prius,Red,1998
D292WCW,peugeot-3008,Black,1998
D300PMR,audi-a3,Silver,1998
D302EAJ,volkswagen-golf,Turquoise,1998
D307EJF,land-rover-freelander,Turquoise,1998
D312HTP,jaguar-xf-series,Black,1998
D315CMU,volkswagen-polo,Silver,1998
D318GXG,volkswagen-polo,White,1998
D319BDM,volkswagen-golf,Purple,1998
D322BXK,bmw-3-series,Black,1998
D341PYD,ford-fiesta,Black,1998
D360TNG,citroen-c3,Turquoise,1998
D387KYV,vauxhall-astra,Purple,1998
D397PWX,suzuki-swift,Orange,1998
D411NLW,jeep-compass,Red,1998
D413KGX,volkswagen-urban,Green,1998
D419GHP,bmw-x3,Red,1998
D441PLR,volkswagen-tiguan,Green,1998
D444WVE,seat-ibiza,Blue,1998
D459GCW,ford-fiesta,Black,1998
D461FND,peugeot-107,Black,1998
D475LNR,skoda-citigo,Blue,1998
D477YEE,peugeot-308,Blue,1998
